"","Localidade","Variável","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020"
"1491","Palmas","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"2,6","1,62","1,77","1,63","1,86","1,26","2,37","1,78","1,91","1,53","2,67","3,02","3,21","3,73","3,51","3,32","3,4","4,71","4,97","3,48","4,33","4,06","5,68"
"1492","Palmas","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","94","93","93","93","93","93","93","93","91","91","91","91","91","91","91","91"
"1493","Palmas","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","89","88","88","88","88","88","88","88","90","90","90","90","90","90","90","90"
"1494","Palmas","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","5","5","5","5","5","5","5","5","1","1","1","1","1","1","1","1"
"1495","Palmeira","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"2.677","2.650","2.677","2.569","2.515","2.527","2.524","2.694","2.605","2.791","2.714","2.779","2.702","2.670","2.793","2.844","2.806","2.740","2.828","2.915","3.081","2.967","2.527"
"1496","Palmeira","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"778.533,11","1.025.720,94","1.059.792,17","1.008.445,55","1.169.246,84","1.362.836,72","1.450.127,57","1.690.742,95","1.629.087,82","1.822.781,22","2.142.991,39","2.120.989,94","2.019.028,72","2.110.473,69","2.439.757,97","2.721.712,45","2.578.594,26","2.758.976,62","3.403.974,29","3.684.938,22","4.061.545,48","4.433.227,39","3.819.793,01"
"1497","Palmeira","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"2,65","1,47","2,61","1,95","2,43","2,37","1,82","1,74","3,03","2,04","2,14","2,84","2,44","3,07","2,76","3,23","2,57","2,77","2,79","3,4","3,41","3,34","4,04"
"1498","Palmeira","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","111","111","203","203","188","188","188","148","148","154","147","147","147","146","146","46"
"1499","Palmeira","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","78","78","150","150","148","148","148","118","118","119","118","118","118","113","28","28"
"1500","Palmeira","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","33","33","53","53","40","40","40","30","30","35","29","29","29","33","118","18"
"1501","Palmital","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"1.294","1.406","1.728","1.505","1.304","1.350","1.255","1.232","1.294","1.342","1.404","1.418","1.458","1.302","1.249","947","1.000","924","1.040","1.010","1.105","1.081","964"
"1502","Palmital","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"360.549,81","500.626,20","613.028,72","538.363,53","592.140,52","626.562,25","611.167,64","616.499,43","641.334,10","654.916,56","872.301,06","964.834,47","1.137.316,09","945.455,95","813.208,50","782.194,15","954.438,32","1.054.673,97","1.028.416,67","1.182.256,04","1.114.514,61","1.396.513,35","1.190.969,59"
"1503","Palmital","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"0,93","0,92","1,04","1,33","1,61","2,59","2,07","1,54","1,31","1,94","1,35","1,55","1,65","2,61","1,44","2,85","3,1","3,79","3,75","2,97","2,9","3,89","3,32"
"1504","Palmital","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","55","55","55","55","55","55","55","55","0","0","0","0","0","0","0","0"
"1505","Palmital","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","46","46","46","46","46","46","46","46","0","0","0","0","0","0","0","0"
"1506","Palmital","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","9","9","9","9","9","9","9","9","0","0","0","0","0","0","0","0"
"1507","Palotina","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"2.348","2.152","2.146","2.273","2.179","2.100","2.044","1.941","2.133","2.293","2.204","2.248","2.271","2.163","2.295","2.337","2.568","2.418","2.722","2.208","2.100","2.285","1.854"
"1508","Palotina","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"702.063,75","866.857,19","890.839,35","992.211,76","1.069.818,08","1.042.596,54","1.127.237,95","1.094.278,97","1.201.347,55","1.481.038,32","1.632.794,66","2.118.458,40","2.116.152,54","2.268.969,83","2.530.751,67","2.604.471,09","2.802.106,00","2.910.190,29","3.368.188,85","3.074.404,72","3.415.714,69","3.294.620,95","3.627.453,00"
"1509","Palotina","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"1,36","1,53","1,86","1,8","2,11","1,86","2,01","2,37","2,02","2,31","1,91","2,49","2,77","3,24","3,4","4,36","3,43","3,43","3,27","2,49","3,05","4,11","4,21"
"1510","Palotina","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","65","65","71","90","94","94","94","67","69","69","69","69","69","69","54","54"
"1511","Palotina","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","49","49","55","54","58","58","58","50","31","31","31","31","31","31","34","34"
"1512","Palotina","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","16","16","16","36","36","36","36","17","38","38","38","38","38","38","20","20"
"1513","Paraíso do Norte","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"927","935","935","970","1.050","989","1.027","1.075","1.105","1.159","1.222","1.347","1.296","1.213","1.087","1.148","1.161","1.118","1.220","1.185","1.299","1.287","1.027"
"1514","Paraíso do Norte","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"261.595,74","266.412,43","314.368,95","355.600,48","478.421,31","489.156,38","482.924,12","469.635,40","577.484,44","615.643,24","730.062,42","1.121.706,44","959.750,04","1.144.105,55","1.030.488,02","1.334.628,94","1.343.733,27","1.418.888,66","1.306.919,17","1.312.933,88","1.706.539,13","1.836.311,82","1.600.842,49"
"1515","Paraíso do Norte","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"3,02","2,67","2,46","2,78","3,52","2,33","2,14","2,33","2,08","1,9","2,13","2,3","2,62","1,9","2,12","3,83","3,19","2,86","2,54","3,63","3,23","4,27","4,09"
"1516","Paraíso do Norte","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","29","29","29","29","29","29","29","29","29","29","29","29","42","42","42","44"
"1517","Paraíso do Norte","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","25","25","25","25","25","25","25","25","25","25","25","25","32","32","32","32"
"1518","Paraíso do Norte","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","4","4","4","4","4","4","4","4","4","4","4","4","10","10","10","12"
"1519","Paranacity","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"916","996","987","920","905","860","853","933","947","897","846","869","771","671","482","626","567","509","608","628","703","744","598"
"1520","Paranacity","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"239.391,57","358.605,44","410.397,82","338.547,83","330.693,48","365.754,93","399.065,32","430.736,30","442.549,17","491.690,44","500.757,69","763.274,14","661.380,02","646.820,81","620.860,85","961.760,48","887.128,10","655.551,52","853.232,91","911.245,83","1.032.637,36","1.177.592,28","1.087.608,65"
"1521","Paranacity","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"1,31","1,91","1,42","1,41","0,99","1,51","2,23","2,04","1,37","2,01","2,25","1,96","3,89","2,38","3,53","4,79","5,47","4,32","3,95","5,1","3,84","3,36","5,18"
"1522","Paranacity","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","27","27","27","27","23","23","23","18","8","8","8","7","7","0","0","0"
"1523","Paranacity","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","27","27","27","27","23","23","23","18","8","8","8","7","7","0","0","0"
"1524","Paranacity","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1525","Paranaguá","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"9.677","9.768","9.552","9.160","9.315","9.909","8.762","8.225","8.261","8.043","6.720","7.552","7.106","6.498","6.802","7.225","7.934","7.906","8.548","8.509","8.471","8.878","6.498"
"1526","Paranaguá","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"2.784.939,02","3.453.005,30","3.676.357,15","3.861.576,22","4.402.069,53","5.119.557,04","5.497.334,00","5.164.250,28","5.623.612,14","5.673.291,99","6.502.827,56","7.128.381,29","7.483.795,60","8.159.021,08","8.454.334,08","9.352.779,65","11.450.401,02","12.307.397,89","12.809.372,43","14.855.461,29","15.229.554,77","16.052.936,27","13.560.292,46"
"1527","Paranaguá","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"3,46","3,51","3,45","3,05","3,42","3,15","2,99","2,37","2,38","3,34","3,24","3,79","3,73","5,96","5,04","5,81","5,91","5,88","5,52","5,41","5,3","5,46","6,05"
"1528","Paranaguá","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","156","156","160","204","284","246","219","223","223","223","223","223","218","193","189","169"
"1529","Paranaguá","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","119","119","119","119","199","161","134","138","138","138","138","138","138","113","113","93"
"1530","Paranaguá","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","37","37","41","85","85","85","85","85","85","85","85","85","80","80","76","76"
"1531","Paranapoema","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"236","220","230","260","237","233","198","215","215","233","259","271","271","199","177","194","200","207","197","190","185","192","164"
"1532","Paranapoema","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"71.183,81","78.482,62","93.287,67","86.247,71","96.740,59","101.428,01","87.845,50","101.559,22","81.501,44","152.656,20","159.534,54","253.096,83","264.688,05","212.719,25","130.037,63","240.151,89","218.283,98","355.417,81","244.981,69","277.988,30","358.144,85","196.190,27","422.811,03"
"1533","Paranapoema","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"2,12","2,27","3,04","2,69","3,38","1,72","6,06","3,26","2,33","5,15","2,32","2,58","4,06","5,03","3,39","3,61","3","4,35","3,05","4,21","2,7","2,08","4,88"
"1534","Paranapoema","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15"
"1535","Paranapoema","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15"
"1536","Paranapoema","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1537","Paranavaí","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"6.223","6.155","5.978","5.775","5.809","5.873","5.479","5.003","4.660","4.513","4.783","5.597","5.322","5.276","5.402","5.098","5.476","5.314","5.943","5.911","6.131","6.611","4.909"
"1538","Paranavaí","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"1.808.314,58","2.128.390,41","2.271.574,27","2.321.177,14","2.542.612,34","3.014.705,48","3.269.801,17","3.232.103,43","3.084.218,83","3.054.267,12","3.881.428,52","5.731.889,21","6.075.291,69","6.211.620,27","7.144.654,91","7.005.885,01","8.158.013,67","7.863.646,78","8.665.023,48","9.288.277,90","10.078.853,54","10.901.426,89","8.768.056,45"
"1539","Paranavaí","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"3,6","3,51","3,61","3,9","3,62","3,29","3,87","4,8","4,31","4,41","3,99","4,25","4,42","4,04","4,28","3,81","4,18","5,33","4,88","4,25","4,58","5,32","6,5"
"1540","Paranavaí","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","133","133","203","174","168","168","249","234","237","171","169","177","177","177","177","167"
"1541","Paranavaí","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","91","91","161","137","129","129","191","168","171","105","110","110","110","110","110","100"
"1542","Paranavaí","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","42","42","42","37","39","39","58","66","66","66","59","67","67","67","67","67"
"1543","Pato Bragado","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"326","348","383","396","409","371","386","380","395","381","377","400","387","396","430","445","459","400","447","448","503","455","296"
"1544","Pato Bragado","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"98.753,88","145.418,96","170.382,63","191.305,44","220.084,22","213.214,04","214.037,21","288.001,35","308.667,75","286.424,53","295.119,71","332.383,32","481.897,21","429.501,58","378.268,86","527.149,14","532.101,08","439.544,38","616.392,20","686.021,98","714.145,35","531.759,42","452.231,82"
"1545","Pato Bragado","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"1,53","0,57","0,78","1,52","1,71","2,43","1,81","1,05","2,53","1,57","1,59","0,75","1,03","1,52","1,4","2,25","3,05","3,75","3,36","2,9","2,98","0,66","3,38"
"1546","Pato Bragado","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","14","14","14","11","15","15","15","15","15","25","25","25","17","17","17","17"
"1547","Pato Bragado","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","14","14","14","11","11","11","11","11","11","15","15","15","15","15","15","15"
"1548","Pato Bragado","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","4","4","4","4","4","10","10","10","2","2","2","2"
"1549","Pato Branco","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"4.938","5.189","5.536","5.115","5.271","5.375","5.668","6.359","6.995","7.168","7.016","7.705","6.599","6.905","6.084","6.197","6.594","6.638","6.722","7.221","7.431","7.467","6.464"
"1550","Pato Branco","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"1.665.742,47","1.996.048,10","2.543.047,79","2.412.761,96","2.644.508,90","2.870.286,57","3.525.167,89","4.184.625,91","4.398.161,64","4.762.757,37","5.652.552,47","7.185.480,64","7.453.520,89","8.921.023,58","6.870.649,44","8.259.998,73","8.100.238,97","8.868.834,98","9.066.763,15","8.149.779,76","8.984.690,72","9.203.780,68","8.302.576,21"
"1551","Pato Branco","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"3","2,54","2,69","2,78","2,96","3,35","3,32","2,72","2,66","2,97","2,34","3,53","3,96","3,69","3,3","3,63","3,43","3,98","3,84","3,05","3,18","3,58","4,27"
"1552","Pato Branco","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","190","199","174","237","237","237","213","220","246","254","253","265","267","282","267","267"
"1553","Pato Branco","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","125","126","120","156","156","156","146","146","188","188","193","205","194","208","205","197"
"1554","Pato Branco","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","65","73","54","81","81","81","67","74","58","66","60","60","73","74","62","70"
"1555","Paula Freitas","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"332","373","432","412","507","435","471","484","390","438","505","438","526","540","679","645","685","651","696","568","627","761","632"
"1556","Paula Freitas","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"112.256,77","138.279,76","202.931,07","196.074,11","297.784,57","241.885,52","242.231,31","388.244,41","301.348,27","315.686,47","429.625,29","364.223,37","536.640,24","446.292,24","532.196,24","565.098,55","606.024,69","615.012,61","806.371,39","676.779,90","746.590,62","907.418,11","799.479,91"
